osm_node_id,lat,lon,node_type
osm_node_25.5202012_91.4879343,25.5202012,91.4879343,osm_network_node
osm_node_25.5200475_91.4881691,25.5200475,91.4881691,osm_network_node
osm_node_25.5199166_91.4884177,25.5199166,91.4884177,osm_network_node
osm_node_25.519846_91.488756,25.519846,91.488756,osm_network_node
osm_node_25.5198543_91.4890046,25.5198543,91.4890046,osm_network_node
osm_node_25.5198771_91.4892072,25.5198771,91.4892072,osm_network_node
osm_node_25.5199062_91.489465,25.5199062,91.489465,osm_network_node
osm_node_25.5199602_91.4896929,25.5199602,91.4896929,osm_network_node
osm_node_25.5200475_91.4897965,25.5200475,91.4897965,osm_network_node
osm_node_25.5201347_91.4898978,25.5201347,91.4898978,osm_network_node
osm_node_25.520222_91.490029,25.520222,91.490029,osm_network_node
osm_node_25.5202614_91.4902062,25.5202614,91.4902062,osm_network_node
osm_node_25.5203051_91.4904709,25.5203051,91.4904709,osm_network_node
osm_node_25.5203092_91.4906229,25.5203092,91.4906229,osm_network_node
osm_node_25.5203487_91.4907679,25.5203487,91.4907679,osm_network_node
osm_node_25.5203695_91.4908715,25.5203695,91.4908715,osm_network_node
osm_node_25.5203778_91.4910487,25.5203778,91.4910487,osm_network_node
osm_node_25.5203424_91.4914423,25.5203424,91.4914423,osm_network_node
osm_node_25.5203175_91.4917623,25.5203175,91.4917623,osm_network_node
osm_node_25.5202656_91.4920615,25.5202656,91.4920615,osm_network_node
osm_node_25.5202386_91.4924275,25.5202386,91.4924275,osm_network_node
osm_node_25.5202469_91.4925886,25.5202469,91.4925886,osm_network_node
osm_node_25.5203014_91.4928808,25.5203014,91.4928808,osm_network_node
osm_node_25.5204752_91.4931373,25.5204752,91.4931373,osm_network_node
osm_node_25.5206422_91.4933508,25.5206422,91.4933508,osm_network_node
osm_node_25.5210674_91.493857,25.5210674,91.493857,osm_network_node
osm_node_25.5215896_91.4942863,25.5215896,91.4942863,osm_network_node
osm_node_25.52185_91.494341,25.52185,91.494341,osm_network_node
osm_node_25.5221085_91.4942756,25.5221085,91.4942756,osm_network_node
osm_node_25.5222373_91.4941835,25.5222373,91.4941835,osm_network_node
osm_node_25.5223703_91.4940615,25.5223703,91.4940615,osm_network_node
